,0
"('newtown', 'squar')",1
"('cabin', 'newtown')",1
"('swedish', 'cabin')",1
"('friend', 'swedish')",1
"('friend', 'miller')",1
"('miller', 'headquart')",1
"('rescu', 'friend')",1
"('inc', 'massachusett')",1
"('inc', 'sweet')",1
"('carolina', 'aviat')",1
"('sweet', 'hous')",1
"('tualatin', 'ice')",1
"('inc', 'tualatin')",1
"('fall', 'inc')",1
"('aeronaut', 'museum')",1
"('museum', 'whitney')",1
"('great', 'fall')",1
"('guard', 'great')",1
"('clark', 'honor')",1
"('whitney', 'nation')",1
"('foundat', 'lewi')",1
"('nation', 'trust')",1
"('america', 'heritag')",1
"('heartland', 'america')",1
"('olmstead', 'memori')",1
"('foundat', 'olmstead')",1
"('pet', 'rescu')",1
"('ginger', 'pet')",1
"('california', 'ginger')",1
"('headquart', 'victor')",1
"('ag', 'mine')",1
"('museum', 'kellogg')",1
"('kellogg', 'histor')",1
"('river', 'fire')",1
"('passeng', 'rail')",1
"('neighborhood', 'histor')",1
"('east', 'neighborhood')",1
"('foundat', 'igor')",1
"('marlborught', 'east')",1
"('inc', 'marlborught')",1
"('chestertown', 'art')",1
"('war', 'chestertown')",1
"('igor', 'sikorski')",1
"('sikorski', 'histor')",1
"('ltd', 'daughter')",1
"('lincoln', 'area')",1
"('camp', 'ag')",1
"('gold', 'camp')",1
"('rider', 'collect')",1
"('societi', 'chines')",1
"('hiram', 'histor')",1
"('foundat', 'hiram')",1
"('shrine', 'foundat')",1
"('time', 'shrine')",1
"('collect', 'time')",1
"('rough', 'rider')",1
"('texa', 'time')",1
"('victor', 'gold')",1
"('museum', 'rough')",1
"('vega', 'citi')",1
"('friend', 'la')",1
"('alcolu', 'preserv')",1
"('time', 'alcolu')",1
"('romar', 'bearden')",1
"('inc', 'romar')",1
"('wright', 'air')",1
"('oversea', 'school')",1
"('coal', 'miner')",1
"('school', 'coal')",1
"('lso', 'school')",1
"('usn', 'lso')",1
"('aviat', 'usn')",1
"('carrier', 'aviat')",1
"('mountain', 'eaa')",1
"('museum', 'carrier')",1
"('avon', 'area')",1
"('ben', 'avon')",1
"('harbor', 'aviat')",1
"('pearl', 'harbor')",1
"('societi', 'pearl')",1
"('patterson', 'township')",1
"('histori', 'patterson')",1
"('societi', 'atlant')",1
"('museum', 'cumberland')",1
"('marin', 'discoveri')",1
"('inc', 'edgerton')",1
"('societi', 'roll')",1
"('alburnett', 'commun')",1
"('inc', 'alburnett')",1
"('moulton', 'famili')",1
"('program', 'moulton')",1
"('maritim', 'program')",1
"('archaeolog', 'maritim')",1
"('lighthous', 'archaeolog')",1
"('ramseur', 'commun')",1
"('incorpor', 'lighthous')",1
"('tao', 'counti')",1
"('counti', 'tao')",1
"('societi', 'mauri')",1
"('edgerton', 'histor')",1
"('american', 'oversea')",1
"('galveston', 'counti')",1
"('toonseum', 'galveston')",1
"('inc', 'toonseum')",1
"('chapter', 'klipsch')",1
"('commerc', 'western')",1
"('museum', 'work')",1
"('commemor', 'inc')",1
"('librari', 'commemor')",1
"('western', 'illinoi')",1
"('samoy', 'memori')",1
"('way', 'samoy')",1
"('white', 'way')",1
"('rex', 'white')",1
"('howden', 'foundat')",1
"('joyc', 'howden')",1
"('inc', 'joyc')",1
"('citi', 'high')",1
"('midwest', 'citi')",1
"('inc', 'midwest')",1
"('work', 'cultur')",1
"('district', 'chamber')",1
"('lemoor', 'district')",1
"('lauderdal', 'museum')",1
"('coven', 'farm')",1
"('counti', 'coven')",1
"('klipsch', 'heritag')",1
"('skagit', 'counti')",1
"('museum', 'skagit')",1
"('inc', 'houston')",1
"('ft', 'lauderdal')",1
"('hearn', 'lemoor')",1
"('associ', 'ft')",1
"('beaux', 'art')",1
"('foundat', 'beaux')",1
"('foundat', 'roll')",1
"('roll', 'camp')",1
"('camp', 'hearn')",1
"('roll', 'hill')",1
"('hill', 'zoo')",1
"('zoo', 'foundat')",1
"('packwood', 'hous')",1
"('edenton', 'cotton')",1
"('inc', 'edenton')",1
"('heartland', 'museum')",1
"('malon', 'area')",1
"('museum', 'tejano')",1
"('corp', 'southwest')",1
"('tejano', 'artist')",1
"('artist', 'music')",1
"('dupont', 'librari')",1
"('friend', 'dupont')",1
"('friend', 'packwood')",1
"('pleasant', 'artist')",1
"('histori', 'mt')",1
"('museum', 'everett')",1
"('linden', 'histor')",1
"('associ', 'malon')",1
"('histori', 'jordan')",1
"('jordan', 'area')",1
"('museum', 'stansburi')",1
"('site', 'york')",1
"('track', 'site')",1
"('dinosaur', 'track')",1
"('texa', 'dinosaur')",1
"('rose', 'texa')",1
"('glen', 'rose')",1
"('stansburi', 'home')",1
"('societi', 'florenc')",1
"('housecat', 'glen')",1
"('museum', 'housecat')",1
"('chapel', 'american')",1
"('henri', 'memori')",1
"('home', 'preserv')",1
"('florenc', 'henri')",1
"('foundat', 'linden')",1
"('paleontolog', 'foundat')",1
"('foundat', 'stephen')",1
"('valley', 'paleontolog')",1
"('friend', 'ramseur')",1
"('arlington', 'museum')",1
"('institut', 'arlington')",1
"('aquarium', 'institut')",1
"('aquariu', 'aquarium')",1
"('inc', 'aquariu')",1
"('hood', 'counti')",1
"('inc', 'hood')",1
"('sister', 'inc')",1
"('twin', 'sister')",1
"('expedit', 'twin')",1
"('inc', 'expedit')",1
"('birthplac', 'commun')",1
"('dougla', 'birthplac')",1
"('stephen', 'dougla')",1
"('inc', 'bancroft')",1
"('bancroft', 'commun')",1
"('ship', 'museum')",1
"('first', 'automot')",1
"('joaquin', 'valley')",1
"('san', 'joaquin')",1
"('iowa', 'nativ')",1
"('barnegat', 'histor')",1
"('citi', 'first')",1
"('inc', 'barnegat')",1
"('nation', 'slave')",1
"('societi', 'noah')",1
"('kentucki', 'sport')",1
"('northern', 'kentucki')",1
"('retreat', 'inc')",1
"('park', 'retreat')",1
"('slave', 'ship')",1
"('noah', 'park')",1
"('museum', 'milwauke')",1
"('archiv', 'ault')",1
"('cultur', 'endow')",1
"('museum', 'victori')",1
"('west', 'peco')",1
"('tavern', 'west')",1
"('groom', 'tavern')",1
"('histor', 'groom')",1
"('kingston', 'model')",1
"('remembr', 'societi')",1
"('vertier', 'remembr')",1
"('museum', 'vertier')",1
"('manor', 'underground')",1
"('england', 'manor')",1
"('museum', 'england')",1
"('paper', 'heritag')",1
"('wesley', 'powel')",1
"('powel', 'river')",1
"('main', 'paper')",1
"('peco', 'museum')",1
"('victori', 'garden')",1
"('block', 'better')",1
"('garden', 'initi')",1
"('foundat', 'build')",1
"('leedi', 'foundat')",1
"('museum', 'leedi')",1
"('factori', 'museum')",1
"('dorfling', 'factori')",1
"('velaslavasay', 'panorama')",1
"('inc', 'dorfling')",1
"('reclam', 'histor')",1
"('panorama', 'john')",1
"('coal', 'reclam')",1
"('harrison', 'coal')",1
"('ltd', 'harrison')",1
"('associ', 'ltd')",1
"('price', 'counti')",1
"('fame', 'price')",1
"('patsiliga', 'museum')",1
"('inc', 'patsiliga')",1
"('field', 'station')",1
"('biolog', 'field')",1
"('inc', 'bidwel')",1
"('bidwel', 'gem')",1
"('chesterfield', 'convict')",1
"('foundat', 'chesterfield')",1
"('associ', 'heritag')",1
"('chattanooga', 'area')",1
"('museum', 'chattanooga')",1
"('home', 'farm')",1
"('deer', 'home')",1
"('john', 'deer')",1
"('motor', 'automobil')",1
"('durant', 'motor')",1
"('museum', 'tlt')",1
"('societi', 'durant')",1
"('luci', 'art')",1
"('convict', 'leas')",1
"('leas', 'labor')",1
"('labor', 'project')",1
"('aeronca', 'aircraft')",1
"('organ', 'biolog')",1
"('foundat', 'organ')",1
"('river', 'histori')",1
"('land', 'heritag')",1
"('sugar', 'land')",1
"('aircraft', 'histori')",1
"('museum', 'aeronca')",1
"('project', 'mobiu')",1
"('age', 'flight')",1
"('golden', 'age')",1
"('rim', 'golden')",1
"('fossil', 'rim')",1
"('spokan', 'fossil')",1
"('mobiu', 'spokan')",1
"('build', 'block')",1
"('better', 'commun')",1
"('playseum', 'corp')",1
"('auto', 'classic')",1
"('classic', 'museum')",1
"('histor', 'savag')",1
"('searchlight', 'museum')",1
"('dee', 'searchlight')",1
"('pee', 'dee')",1
"('museum', 'pee')",1
"('classroom', 'children')",1
"('beyond', 'classroom')",1
"('montana', 'beyond')",1
"('associ', 'montana')",1
"('duluth', 'museum')",1
"('savag', 'mill')",1
"('inc', 'cork')",1
"('uss', 'duluth')",1
"('henderson', 'hous')",1
"('guild', 'museum')",1
"('museum', 'cheroke')",1
"('associ', 'velaslavasay')",1
"('cheroke', 'south')",1
"('foundat', 'k')",1
"('ada', 'foundat')",1
"('ladi', 'ada')",1
"('menton', 'art')",1
"('columbia', 'menton')",1
"('downtown', 'columbia')",1
"('histor', 'downtown')",1
"('ministri', 'histor')",1
"('great', 'ministri')",1
"('let', 'great')",1
"('inc', 'let')",1
"('moor', 'auto')",1
"('area', 'railroad')",1
"('richmond', 'area')",1
"('carolina', 'richmond')",1
"('museum', 'henderson')",1
"('msr', 'museum')",1
"('cork', 'factori')",1
"('quilt', 'institut')",1
"('inc', 'klinkhart')",1
"('orthopaed', 'museum')",1
"('cultur', 'orthopaed')",1
"('food', 'cultur')",1
"('fame', 'north')",1
"('north', 'ogden')",1
"('airman', 'memori')",1
"('wwii', 'airman')",1
"('ogden', 'histor')",1
"('bank', 'wwii')",1
"('cut', 'bank')",1
"('museum', 'cut')",1
"('bluff', 'militari')",1
"('pine', 'bluff')",1
"('commun', 'pine')",1
"('klinkhart', 'hall')",1
"('hall', 'art')",1
"('atlant', 'art')",1
"('hous', 'partner')",1
"('inc', 'icon')",1
"('museum', 'msr')",1
"('wildlif', 'sport')",1
"('war', 'wildlif')",1
"('flordia', 'live')",1
"('inc', 'flordia')",1
"('ark', 'anim')",1
"('amateur', 'basebal')",1
"('noah', 'ark')",1
"('inc', 'noah')",1
"('museum', 'sixti')",1
"('sixti', 'greater')",1
"('greater', 'st')",1
"('loui', 'amateur')",1
"('tlt', 'playseum')",1
"('port', 'st')",1
"('exposur', 'museum')",1
"('area', 'agricultur')",1
"('connect', 'dekalb')",1
"('american', 'connect')",1
"('haverstraw', 'african')",1
"('inc', 'haverstraw')",1
"('educ', 'project')",1
"('legaci', 'educ')",1
"('bomber', 'legaci')",1
"('clearwat', 'bomber')",1
"('wisconsin', 'scienc')",1
"('inc', 'clearwat')",1
"('center', 'garden')",1
"('pain', 'art')",1
"('inc', 'pain')",1
"('aaron', 'memori')",1
"('museum', 'letcher')",1
"('dekalb', 'area')",1
"('fame', 'wisconsin')",1
"('inc', 'iqhub')",1
"('colorado', 'sport')",1
"('confederaci', 'jupit')",1
"('daughter', 'confederaci')",1
"('unit', 'daughter')",1
"('oska', 'unit')",1
"('foundat', 'oska')",1
"('inc', 'sunni')",1
"('build', 'hope')",1
"('nevada', 'build')",1
"('sunni', 'plain')",1
"('wildlif', 'preserv')",1
"('chestate', 'wildlif')",1
"('conserv', 'chestate')",1
"('plain', 'antiqu')",1
"('associ', 'colorado')",1
"('histor', 'conserv')",1
"('mari', 'aaron')",1
"('museum', 'mari')",1
"('tucson', 'associ')",1
"('knox', 'creek')",1
"('cod', 'center')",1
"('associ', 'ancient')",1
"('inc', 'roundhous')",1
"('guard', 'aviat')",1
"('roundhous', 'restor')",1
"('center', 'coast')",1
"('philatel', 'research')",1
"('restor', 'incorpor')",1
"('nevada', 'philatel')",1
"('delawa', 'nevada')",1
"('bank', 'delawa')",1
"('natl', 'bank')",1
"('tr', 'natl')",1
"('fund', 'tr')",1
"('incorpor', 'indiana')",1
"('ancient', 'order')",1
"('order', 'pterodactyl')",1
"('pterodactyl', 'holmen')",1
"('road', 'histor')",1
"('fire', 'polic')",1
"('wisconsin', 'fire')",1
"('letcher', 'counti')",1
"('societi', 'state')",1
"('jewel', 'histor')",1
"('inc', 'jewel')",1
"('river', 'rail')",1
"('holmen', 'area')",1
"('raritan', 'river')",1
"('foundat', 'raritan')",1
"('rockwel', 'foundat')",1
"('histor', 'rockwel')",1
"('salem', 'foundat')",1
"('fort', 'new')",1
"('jupit', 'island')",1
"('iqhub', 'birmingham')",1
"('inc', 'port')",1
"('fund', 'stratford')",1
"('wild', 'side')",1
"('walk', 'wild')",1
"('inc', 'walk')",1
"('automobil', 'memorabilia')",1
"('dayton', 'automobil')",1
"('mission', 'heritag')",1
"('nation', 'mission')",1
"('board', 'nation')",1
"('presbyterian', 'board')",1
"('counti', 'presbyterian')",1
"('wilcox', 'counti')",1
"('foundat', 'wilcox')",1
"('museum', 'hamilton')",1
"('craft', 'foundat')",1
"('stratford', 'histor')",1
"('side', 'southern')",1
"('fame', 'albani')",1
"('macomb', 'children')",1
"('albani', 'firefight')",1
"('corp', 'midway')",1
"('midway', 'school')",1
"('old', 'home')",1
"('peacemak', 'museum')",1
"('museum', 'peacemak')",1
"('bridg', 'multicultur')",1
"('sea', 'servic')",1
"('militari', 'sea')",1
"('earth', 'militari')",1
"('museum', 'earth')",1
"('school', 'build')",1
"('build', 'fund')",1
"('american', 'castl')",1
"('hyattsvil', 'commun')",1
"('museum', 'hyattsvil')",1
"('stastni', 'folk')",1
"('museum', 'stastni')",1
"('chamber', 'counti')",1
"('fame', 'chamber')",1
"('memori', 'sight')",1
"('martyr', 'memori')",1
"('holocaust', 'martyr')",1
"('angel', 'museum')",1
"('associ', 'simpler')",1
"('memori', 'lo')",1
"('redondo', 'memori')",1
"('bosqu', 'redondo')",1
"('friend', 'bosqu')",1
"('hillsboro', 'museum')",1
"('friend', 'hillsboro')",1
"('botan', 'servic')",1
"('simpler', 'time')",1
"('birmingham', 'botan')",1
"('inc', 'muse')",1
"('sight', 'sound')",1
"('sound', 'black')",1
"('black', 'cultur')",1
"('degrazia', 'inc')",1
"('treasur', 'inc')",1
"('world', 'treasur')",1
"('leesburg', 'area')",1
"('inc', 'leesburg')",1
"('wheeler', 'histor')",1
"('inc', 'wheeler')",1
"('friend', 'degrazia')",1
"('cultur', 'expo')",1
"('vine', 'corp')",1
"('villag', 'vine')",1
"('ak', 'inc')",1
"('viper', 'ak')",1
"('inc', 'viper')",1
"('expo', 'inc')",1
"('k', 'sawyer')",1
"('sawyer', 'heritag')",1
"('inc', 'moor')",1
"('golf', 'histori')",1
"('spring', 'pioneer')",1
"('one', 'garden')",1
"('garden', 'marin')",1
"('marin', 'mammal')",1
"('vermilion', 'histori')",1
"('vrc', 'vermilion')",1
"('vaw', 'vrc')",1
"('inc', 'vaw')",1
"('ahnca', 'inc')",1
"('mammal', 'main')",1
"('main', 'bedford')",1
"('center', 'ahnca')",1
"('bahr', 'educ')",1
"('sandi', 'bahr')",1
"('bob', 'sandi')",1
"('museum', 'golf')",1
"('histori', 'colorado')",1
"('museum', 'rever')",1
"('children', 'memori')",1
"('public', 'librari')",1
"('bogata', 'public')",1
"('foundat', 'bogata')",1
"('arena', 'foundat')",1
"('west', 'arena')",1
"('wild', 'west')",1
"('ojai', 'children')",1
"('foundat', 'wild')",1
"('westray', 'foundat')",1
"('space', 'westray')",1
"('boot', 'contemporari')",1
"('inc', 'boot')",1
"('brothertown', 'associ')",1
"('foundat', 'brothertown')",1
"('colorado', 'foundat')",1
"('bedford', 'heritag')",1
"('trust', 'stone')",1
"('inc', 'bob')",1
"('stone', 'citi')",1
"('wendov', 'speed')",1
"('speed', 'museum')",1
"('coast', 'histori')",1
"('virginia', 'mine')",1
"('stock', 'car')",1
"('modifi', 'stock')",1
"('dirt', 'modifi')",1
"('center', 'dirt')",1
"('scienc', 'cultur')",1
"('acr', 'botan')",1
"('unbeliev', 'acr')",1
"('inc', 'unbeliev')",1
"('bear', 'lake')",1
"('museum', 'bear')",1
"('gateway', 'museum')",1
"('museum', 'wendov')",1
"('idaho', 'museum')",1
"('intern', 'diaspora')",1
"('histor', 'intern')",1
"('inspir', 'hawaii')",1
"('texa', 'mason')",1
"('inc', 'inspir')",1
"('villag', 'nation')",1
"('learn', 'villag')",1
"('earli', 'learn')",1
"('transport', 'earli')",1
"('mermaid', 'museum')",1
"('preserv', 'transport')",1
"('world', 'preserv')",1
"('intern', 'mermaid')",1
"('cod', 'maritim')",1
"('corpor', 'cape')",1
"('diaspora', 'corpor')",1
"('art', 'ojai')",1
"('rever', 'foundat')",1
"('pleasant', 'lake')",1
"('ohio', 'museum')",1
"('republ', 'civil')",1
"('librari', 'research')",1
"('valley', 'african')",1
"('brazo', 'valley')",1
"('museum', 'brazo')",1
"('tidewat', 'daylili')",1
"('museum', 'tidewat')",1
"('multicultur', 'western')",1
"('nation', 'multicultur')",1
"('deleon', 'area')",1
"('trail', 'deleon')",1
"('center', 'beaverdam')",1
"('beaverdam', 'heritag')",1
"('heritag', 'day')",1
"('cod', 'museum')",1
"('orlean', 'maritim')",1
"('transport', 'next')",1
"('inc', 'grow')",1
"('next', 'pictur')",1
"('radiat', 'exposur')",1
"('fund', 'grand')",1
"('consequ', 'radiat')",1
"('foundat', 'ri')",1
"('associaton', 'consequ')",1
"('museum', 'associaton')",1
"('oregon', 'museum')",1
"('girl', 'wing')",1
"('associ', 'girl')",1
"('ri', 'grand')",1
"('museum', 'park')",1
"('glen', 'school')",1
"('oak', 'glen')",1
"('show', 'oak')",1
"('pictur', 'show')",1
"('high', 'museum')",1
"('northsid', 'high')",1
"('foundat', 'fodic')",1
"('paula', 'art')",1
"('inc', 'patron')",1
"('hangar', 'fli')",1
"('incorpor', 'hangar')",1
"('summit', 'school')",1
"('oak', 'summit')",1
"('permrecord', 'foundat')",1
"('loui', 'permrecord')",1
"('nation', 'nativ')",1
"('east', 'st')",1
"('mile', 'east')",1
"('hous', 'mile')",1
"('equin', 'hous')",1
"('grow', 'equin')",1
"('fame', 'snake')",1
"('snake', 'river')",1
"('patron', 'art')",1
"('art', 'vatican')",1
"('vatican', 'museum')",1
"('leepa', 'rattner')",1
"('santa', 'paula')",1
"('sacramento', 'children')",1
"('museum', 'sacramento')",1
"('whitney', 'plantat')",1
"('inc', 'whitney')",1
"('rattner', 'museum')",1
"('museum', 'leepa')",1
"('american', 'servic')",1
"('winter', 'sport')",1
"('ski', 'winter')",1
"('pennsylvania', 'ski')",1
"('fodic', 'foundat')",1
"('hawthorn', 'commun')",1
"('servic', 'hawthorn')",1
"('mountain', 'gateway')",1
"('friend', 'mountain')",1
"('writer', 'museum')",1
"('waco', 'polic')",1
"('train', 'foundat')",1
"('histori', 'gloucest')",1
"('colorado', 'toy')",1
"('poston', 'commun')",1
"('museum', 'poston')",1
"('falcon', 'militari')",1
"('gloucest', 'counti')",1
"('fight', 'falcon')",1
"('corpor', 'fight')",1
"('martin', 'counti')",1
"('inc', 'martin')",1
"('counti', 'emerald')",1
"('uss', 'america')",1
"('educ', 'uss')",1
"('gellert', 'center')",1
"('foundat', 'waco')",1
"('museum', 'wgpr')",1
"('georgia', 'writer')",1
"('wgpr', 'histor')",1
"('exot', 'conserv')",1
"('farm', 'exot')",1
"('pine', 'farm')",1
"('twin', 'pine')",1
"('hous', 'twin')",1
"('fisher', 'hous')",1
"('cincinnati', 'fisher')",1
"('friend', 'cincinnati')",1
"('barrack', 'museum')",1
"('societi', 'jefferson')",1
"('depot', 'shelbi')",1
"('saluda', 'histor')",1
"('inc', 'saluda')",1
"('marengo', 'counti')",1
"('societi', 'marengo')",1
"('museum', 'gellert')",1
"('mexico', 'holocaust')",1
"('shakope', 'heritag')",1
"('inc', 'shakope')",1
"('societi', 'philadelphia')",1
"('greek', 'american')",1
"('trust', 'greek')",1
"('area', 'industri')",1
"('histor', 'iowa')",1
"('waynesboro', 'area')",1
"('institut', 'waynesboro')",1
"('iowa', 'state')",1
"('chemic', 'museum')",1
"('warner', 'chemic')",1
"('penitentiari', 'inc')",1
"('borg', 'warner')",1
"('inc', 'borg')",1
"('colorado', 'space')",1
"('southern', 'colorado')",1
"('philadelphia', 'valley')",1
"('fame', 'pab')",1
"('pab', 'educ')",1
"('vbma', 'batteri')",1
"('artilleri', 'inc')",1
"('light', 'artilleri')",1
"('island', 'light')",1
"('first', 'rhode')",1
"('b', 'first')",1
"('batteri', 'b')",1
"('asn', 'vbma')",1
"('inc', 'harrellsvil')",1
"('emerald', 'societi')",1
"('militari', 'asn')",1
"('barrack', 'militari')",1
"('vancouv', 'barrack')",1
"('associ', 'vancouv')",1
"('harrellsvil', 'histor')",1
"('valley', 'board')",1
"('tobacco', 'valley')",1
"('foundat', 'broadview')",1
"('nation', 'war')",1
"('museum', 'brazoria')",1
"('societi', 'peopl')",1
"('museum', 'mauri')",1
"('kansa', 'motorcycl')",1
"('peopl', 'museum')",1
"('aviatio', 'cotton')",1
"('kern', 'aviatio')",1
"('north', 'kern')",1
"('museum', 'bechtler')",1
"('bechtler', 'collect')",1
"('ramah', 'histor')",1
"('inc', 'ramah')",1
"('phelp', 'counti')",1
"('museum', 'phelp')",1
"('rocki', 'rout')",1
"('counti', 'project')",1
"('project', 'baselin')",1
"('baselin', 'racin')",1
"('regiment', 'memori')",1
"('mine', 'war')",1
"('stargarden', 'foundat')",1
"('museum', 'stargarden')",1
"('corpor', 'marti')",1
"('dakota', 'firefight')",1
"('wesley', 'preserv')",1
"('main', 'regiment')",1
"('racin', 'area')",1
"('eighth', 'main')",1
"('inc', 'eighth')",1
"('marti', 'histor')",1
"('fontana', 'fire')",1
"('fire', 'district')",1
"('area', 'veteran')",1
"('museum', 'rocki')",1
"('border', 'nation')",1
"('broadview', 'height')",1
"('wing', 'border')",1
"('green', 'park')",1
"('fort', 'green')",1
"('museo', 'eduardo')",1
"('kansa', 'basebal')",1
"('pioneer', 'kansa')",1
"('junior', 'pioneer')",1
"('girl', 'junior')",1
"('eduardo', 'carrillo')",1
"('willi', 'foundat')",1
"('g', 'willi')",1
"('jame', 'g')",1
"('durham', 'histori')",1
"('carrillo', 'tobacco')",1
"('museum', 'durham')",1
"('height', 'histor')",1
"('friend', 'liliuokalani')",1
"('liliuokalani', 'garden')",1
"('garden', 'free')",1
"('rever', 'son')",1
"('collect', 'preservationfound')",1
"('hebert', 'arboretum')",1
"('societi', 'hebert')",1
"('fountain', 'valley')",1
"('war', 'societi')",1
"('preservationfound', 'rever')",1
"('son', 'heritag')",1
"('free', 'peopl')",1
"('trust', 'corpor')",1
"('orlean', 'war')",1
"('battl', 'new')",1
"('corpor', 'museo')",1
"('color', 'battl')",1
"('peopl', 'color')",1
"('hamilton', 'wood')",1
"('indian', 'memori')",1
"('clarissa', 'commun')",1
"('co', 'antizu')",1
"('aroostook', 'agricultur')",1
"('southern', 'aroostook')",1
"('fire', 'center')",1
"('foundat', 'stewart')",1
"('educ', 'automot')",1
"('salina', 'educ')",1
"('antizu', 'machineri')",1
"('jackson', 'co')",1
"('inola', 'histor')",1
"('stewart', 'counti')",1
"('foundat', 'jackson')",1
"('langley', 'flight')",1
"('maritim', 'langley')",1
"('stone', 'lake')",1
"('harbor', 'maritim')",1
"('drayton', 'harbor')",1
"('collector', 'societi')",1
"('present', 'machineri')",1
"('associ', 'kannapoli')",1
"('kannapoli', 'museum')",1
"('liberti', 'aviat')",1
"('corrupt', 'liberti')",1
"('polit', 'corrupt')",1
"('museum', 'polit')",1
"('inc', 'corpor')",1
"('cross', 'inc')",1
"('seaplan', 'cross')",1
"('museum', 'seaplan')",1
"('mount', 'railroad')",1
"('rocki', 'mount')",1
"('inc', 'rocki')",1
"('center', 'polic')",1
"('bear', 'center')",1
"('wing', 'collector')",1
"('american', 'bear')",1
"('inc', 'drayton')",1
"('state', 'athlet')",1
"('maryland', 'state')",1
"('portland', 'botan')",1
"('matthew', 'iri')",1
"('garden', 'wheel')",1
"('museum', 'matthew')",1
"('davenport', 'school')",1
"('inc', 'davenport')",1
"('marseil', 'museum')",1
"('sutton', 'marseil')",1
"('wheel', 'museum')",1
"('inc', 'kittita')",1
"('seattl', 'sutton')",1
"('conserv', 'seattl')",1
"('art', 'conserv')",1
"('project', 'fine')",1
"('main', 'project')",1
"('rudolph', 'foundat')",1
"('iri', 'strauss')",1
"('center', 'portland')",1
"('campaign', 'maryland')",1
"('strauss', 'familyfound')",1
"('nation', 'comedi')",1
"('rosenwald', 'park')",1
"('foundat', 'rosenwald')",1
"('alabama', 'aviat')",1
"('comedi', 'center')",1
"('joint', 'law')",1
"('counti', 'joint')",1
"('inc', 'washtucna')",1
"('societi', 'montgomeri')",1
"('itali', 'arkansa')",1
"('transport', 'littl')",1
"('washtucna', 'histor')",1
"('pasaquan', 'preserv')",1
"('inc', 'pasaquan')",1
"('familyfound', 'inc')",1
"('inc', 'inola')",1
"('nation', 'slavic')",1
"('laniakea', 'foundat')",1
"('inc', 'sport')",1
"('museum', 'augusta')",1
"('tenth', 'judici')",1
"('societi', 'tenth')",1
"('charl', 'area')",1
"('california', 'st')",1
"('augusta', 'inc')",1
"('sport', 'aviat')",1
"('airfield', 'inc')",1
"('slavic', 'museum')",1
"('wendov', 'airfield')",1
"('histor', 'wendov')",1
"('edgerton', 'commun')",1
"('railroad', 'edgerton')",1
"('mississippi', 'children')",1
"('maryland', 'pennsylvania')",1
"('belton', 'histor')",1
"('judici', 'circuit')",1
"('circuit', 'merryvil')",1
"('imagin', 'station')",1
"('merryvil', 'histor')",1
"('railway', 'lumbermen')",1
"('peninsular', 'railway')",1
"('restor', 'peninsular')",1
"('electromagnet', 'pinbal')",1
"('foundat', 'electromagnet')",1
"('loyd', 'foundat')",1
"('ray', 'loyd')",1
"('milton', 'ray')",1
"('art', 'milton')",1
"('bainbridg', 'island')",1
"('inc', 'bainbridg')",1
"('artstart', 'inc')",1
"('vale', 'histor')",1
"('societi', 'imagin')",1
"('societi', 'artstart')",1
"('inc', 'belton')",1
"('top', 'hall')",1
"('nation', 'top')",1
"('southeastern', 'quilt')",1
"('scienc', 'downtown')",1
"('associ', 'scienc')",1
"('robinson', 'transport')",1
"('stratojet', 'associ')",1
"('museum', 'stratojet')",1
"('societi', 'plant')",1
"('brunswick', 'naval')",1
"('inc', 'brunswick')",1
"('sciacca', 'inc')",1
"('plant', 'signal')",1
"('help', 'sciacca')",1
"('ladi', 'help')",1
"('societi', 'ladi')",1
"('signal', 'behavior')",1
"('behavior', 'red')",1
"('downtown', 'southeastern')",1
"('quilt', 'textil')",1
"('schoolhous', 'associ')",1
"('moin', 'children')",1
"('pond', 'schoolhous')",1
"('round', 'pond')",1
"('inc', 'round')",1
"('museum', 'arlington')",1
"('usfl', 'project')",1
"('wildlif', 'usfl')",1
"('pioneer', 'flight')",1
"('art', 'j')",1
"('j', 'robinson')",1
"('dog', 'museum')",1
"('salti', 'dog')",1
"('inc', 'salti')",1
"('valley', 'observatori')",1
"('gunnison', 'valley')",1
"('museum', 'gunnison')",1
"('paul', 'rudolph')",1
"('jewelri', 'institut')",1
"('nation', 'jewelri')",1
"('ranch', 'museum')",1
"('ukelel', 'hall')",1
"('inc', 'ukelel')",1
"('streetcar', 'compani')",1
"('citi', 'streetcar')",1
"('brooklyn', 'citi')",1
"('museum', 'brooklyn')",1
"('land', 'use')",1
"('use', 'interpret')",1
"('studio', 'art')",1
"('histori', 'ranch')",1
"('wyman', 'live')",1
"('societi', 'wyman')",1
"('otsego', 'area')",1
"('societi', 'otsego')",1
"('foundat', 'marshal')",1
"('interpret', 'new')",1
"('first', 'capit')",1
"('capit', 'sport')",1
"('museum', 'pearl')",1
"('pearl', 'river')",1
"('bolingbrook', 'eastern')",1
"('museum', 'bolingbrook')",1
"('museuminc', 'center')",1
"('center', 'land')",1
"('freeman', 'armi')",1
"('inc', 'freeman')",1
"('whimsi', 'inc')",1
"('art', 'whimsi')",1
"('marietta', 'museum')",1
"('inc', 'marietta')",1
"('hill', 'center')",1
"('holi', 'hill')",1
"('inc', 'holi')",1
"('woodcarv', 'guild')",1
"('river', 'woodcarv')",1
"('bakersfield', 'foundat')",1
"('inc', 'bakersfield')",1
