,keyword,ntee_cd,count,Include
2643,cultural,R26,3,2
2644,cultural,R30,10,2
2645,cultural,R300,1,2
2646,cultural,R30Z,2,2
2647,cultural,R62,1,2
2648,cultural,R99,4,2
2649,cultural,R990,1,2
2650,cultural,S01,3,2
2651,cultural,S02,2,2
2652,cultural,S12,1,2
2653,cultural,S19,3,2
2654,cultural,S20,39,2
2655,cultural,S20Z,1,2
2656,cultural,S21,5,2
2657,cultural,S21Z,1,2
2658,cultural,S22,1,2
2659,cultural,S30,6,2
2660,cultural,S31,8,2
2661,cultural,S32,1,2
2662,cultural,S32I,1,2
2663,cultural,S40,4,2
2664,cultural,S41,28,2
2665,cultural,S41Z,1,2
2666,cultural,S43,1,2
2667,cultural,S47,5,2
2668,cultural,S470,1,2
2669,cultural,S50,1,2
2670,cultural,S80,10,2
2671,cultural,S80Z,1,2
2672,cultural,S81,1,2
2673,cultural,S99,7,2
2674,cultural,S99Z,1,2
2675,cultural,T01,2,2
2676,cultural,T013,1,2
2677,cultural,T11,2,2
2678,cultural,T12,4,2
2679,cultural,T123,1,2
2680,cultural,T20,17,2
2681,cultural,T20Z,2,2
2682,cultural,T21,1,2
2683,cultural,T22,9,2
2684,cultural,T22Z,1,2
2685,cultural,T23,6,2
2686,cultural,T30,13,2
2687,cultural,T30Z,1,2
2688,cultural,T31,2,2
2689,cultural,T50,14,2
2690,cultural,T70,3,2
2691,cultural,T70Z,3,2
2692,cultural,T90Z,1,2
2693,cultural,T99,4,2
2694,cultural,T990,1,2
2695,cultural,T99Z,1,2
2696,cultural,U01,1,2
2697,cultural,U19,1,2
2698,cultural,U20,1,2
2699,cultural,U21,2,2
2700,cultural,U31,1,2
2701,cultural,U50I,1,2
2702,cultural,V01,1,2
2703,cultural,V20,1,2
2704,cultural,V21,2,2
2705,cultural,V22Z,1,2
2706,cultural,V26M,1,2
2707,cultural,V30,1,2
2708,cultural,V30Z,3,2
2709,cultural,V33,2,2
2710,cultural,V35Z,1,2
2711,cultural,V99,1,2
2712,cultural,W01,1,2
2713,cultural,W12,1,2
2714,cultural,W20,1,2
2715,cultural,W22,1,2
2716,cultural,W30,2,2
2717,cultural,W70,2,2
2718,cultural,W70Z,1,2
2719,cultural,W99,15,2
2720,cultural,X01,1,2
2721,cultural,X02,1,2
2722,cultural,X03,2,2
2723,cultural,X11,2,2
2724,cultural,X12,1,2
2725,cultural,X19,1,2
2726,cultural,X20,41,2
2727,cultural,X200,1,2
2728,cultural,X21,25,2
2729,cultural,X21Z,1,2
2730,cultural,X22,4,2
2731,cultural,X22J,1,2
2732,cultural,X22Z,1,2
2733,cultural,X30,10,2
2734,cultural,X300,1,2
2735,cultural,X40,57,2
2736,cultural,X400,2,2
2737,cultural,X40H,1,2
2738,cultural,X40Z,1,2
2739,cultural,X50,28,2
2740,cultural,X50Z,3,2
2741,cultural,X70,59,2
2742,cultural,X700,1,2
2743,cultural,X70B,1,2
2744,cultural,X70Z,7,2
2745,cultural,X80,3,2
2746,cultural,X81,1,2
2747,cultural,X83,1,2
2748,cultural,X90,2,2
2749,cultural,X90Z,1,2
2750,cultural,X99,27,2
2751,cultural,X990,1,2
2752,cultural,X99Z,7,2
2753,cultural,Y01,1,2
2754,cultural,Y03,2,2
2755,cultural,Y22,1,2
2756,cultural,Y40,1,2
2757,cultural,Y42,2,2
2758,cultural,Y43,2,2
2759,cultural,Y99,3,2
2760,cultural,Z99,22,2
2761,cultural,Z99Z,17,2
2762,cultural center,A030,1,2
2763,cultural center,A11,1,2
2764,cultural center,A110,2,2
2765,cultural center,A112,2,2
2766,cultural center,A12,2,2
2767,cultural center,A120,1,2
2768,cultural center,A19,1,2
2769,cultural center,A192,1,2
2770,cultural center,A20,92,2
2771,cultural center,A200,13,2
2772,cultural center,A20I,2,2
2773,cultural center,A20Z,6,2
2774,cultural center,A23,125,2
2775,cultural center,A230,41,2
2776,cultural center,A23M,1,2
2777,cultural center,A23Z,4,2
2778,cultural center,A24M,1,2
2779,cultural center,A25,9,2
2780,cultural center,A260,1,2
2781,cultural center,A31,1,2
2782,cultural center,A34,1,2
2783,cultural center,A40,1,2
2784,cultural center,A500,12,2
2785,cultural center,A540,6,2
2786,cultural center,A60,6,2
2787,cultural center,A600,2,2
2788,cultural center,A60I,1,2
2789,cultural center,A60Z,1,2
2790,cultural center,A61,3,2
2791,cultural center,A610,6,2
2792,cultural center,A61I,1,2
2793,cultural center,A61Z,1,2
2794,cultural center,A62,4,2
2795,cultural center,A65,4,2
2796,cultural center,A65Z,1,2
2797,cultural center,A68,1,2
2798,cultural center,A68Z,1,2
2799,cultural center,A6B,1,2
2800,cultural center,A6C,1,2
2801,cultural center,A70,2,2
2802,cultural center,A80,14,2
2803,cultural center,A82Z,3,2
2804,cultural center,A90,1,2
2805,cultural center,A900,1,2
2806,cultural center,A99,21,2
2807,cultural center,A99A,1,2
2808,cultural center,A99Z,2,2
2809,cultural center,B01,1,2
2810,cultural center,B034,1,2
2811,cultural center,B12,1,2
2812,cultural center,B19,1,2
2813,cultural center,B20,2,2
2814,cultural center,B26Z,1,2
2815,cultural center,B60,2,2
2816,cultural center,B70,6,2
2817,cultural center,B82,1,2
2818,cultural center,B82Z,1,2
2819,cultural center,B84,1,2
2820,cultural center,B90,9,2
2821,cultural center,B92,1,2
2822,cultural center,B99,6,2
2823,cultural center,B990,1,2
2824,cultural center,B99Z,1,2
2825,cultural center,C30,1,2
2826,cultural center,C42,1,2
2827,cultural center,C50,1,2
2828,cultural center,C60,2,2
2829,cultural center,E70,1,2
2830,cultural center,F30,1,2
2831,cultural center,F80Z,1,2
2832,cultural center,G81,1,2
2833,cultural center,K11,1,2
2834,cultural center,K20,2,2
2835,cultural center,K20Z,2,2
2836,cultural center,K25,1,2
2837,cultural center,L20,1,2
2838,cultural center,L21,1,2
2839,cultural center,N113,1,2
2840,cultural center,N30,2,2
2841,cultural center,N31,4,2
2842,cultural center,N50,2,2
2843,cultural center,N60,1,2
2844,cultural center,O20,1,2
2845,cultural center,O50,6,2
2846,cultural center,O52,1,2
2847,cultural center,O52Z,2,2
2848,cultural center,O99,1,2
2849,cultural center,P19,1,2
2850,cultural center,P190,1,2
2851,cultural center,P20,21,2
2852,cultural center,P28,2,2
2853,cultural center,P28Z,1,2
2854,cultural center,P29,1,2
2855,cultural center,P30,1,2
2856,cultural center,P300,1,2
2857,cultural center,P40,2,2
2858,cultural center,P404,1,2
2859,cultural center,P50,4,2
2860,cultural center,P60,2,2
2861,cultural center,P80,3,2
2862,cultural center,P81,1,2
2863,cultural center,P84,17,2
2864,cultural center,P84Z,4,2
2865,cultural center,P99,1,2
2866,cultural center,Q200,2,2
2867,cultural center,Q21,3,2
2868,cultural center,Q210,1,2
2869,cultural center,Q30,1,2
2870,cultural center,Q33,1,2
2871,cultural center,Q71,1,2
2872,cultural center,R30,1,2
2873,cultural center,R30Z,1,2
2874,cultural center,S20,3,2
2875,cultural center,S21,1,2
2876,cultural center,S47,1,2
2877,cultural center,S80,1,2
2878,cultural center,S99,2,2
2879,cultural center,T12,1,2
2880,cultural center,T20Z,1,2
2881,cultural center,T21,1,2
2882,cultural center,T30,1,2
2883,cultural center,T990,1,2
2884,cultural center,V33,1,2
2885,cultural center,W01,1,2
2886,cultural center,X01,1,2
2887,cultural center,X03,2,2
2888,cultural center,X19,1,2
2889,cultural center,X20,9,2
2890,cultural center,X21,6,2
2891,cultural center,X22,3,2
2892,cultural center,X30,4,2
2893,cultural center,X300,1,2
2894,cultural center,X40,40,2
2895,cultural center,X400,2,2
2896,cultural center,X40H,1,2
2897,cultural center,X50,16,2
2898,cultural center,X50Z,2,2
2899,cultural center,X70,32,2
2900,cultural center,X700,1,2
2901,cultural center,X70Z,6,2
2902,cultural center,X83,1,2
2903,cultural center,X90,2,2
2904,cultural center,X90Z,1,2
2905,cultural center,X99,3,2
2906,cultural center,X990,1,2
2907,cultural center,X99Z,2,2
2908,cultural center,Y01,1,2
2909,cultural center,Y42,1,2
2910,cultural center,Z99,2,2
2911,cultural center,Z99Z,4,2
2912,culture,A01,4,2
2913,culture,A010,1,2
2914,culture,A02,2,2
2915,culture,A03,8,2
2916,culture,A05,2,2
2917,culture,A052,1,2
2918,culture,A11,7,2
2919,culture,A110,1,2
2920,culture,A12,5,2
2921,culture,A120,1,2
2922,culture,A122,2,2
2923,culture,A192,1,2
2924,culture,A20,218,2
2925,culture,A200,6,2
2926,culture,A20Z,5,2
2927,culture,A23,234,2
2928,culture,A230,37,2
2929,culture,A23M,1,2
2930,culture,A23Z,3,2
2931,culture,A24Z,1,2
2932,culture,A25,28,2
2933,culture,A26,9,2
2934,culture,A260,3,2
2935,culture,A26Z,1,2
2936,culture,A30,4,2
2937,culture,A300,2,2
2938,culture,A31,5,2
2939,culture,A310,1,2
2940,culture,A32,1,2
2941,culture,A33,3,2
2942,culture,A33Z,2,2
2943,culture,A40,5,2
2944,culture,A500,5,2
2945,culture,A510,1,2
2946,culture,A540,2,2
2947,culture,A57Z,1,2
2948,culture,A59Z,1,2
2949,culture,A60,11,2
2950,culture,A600,2,2
2951,culture,A60Z,1,2
2952,culture,A61,7,2
2953,culture,A62,8,2
2954,culture,A620,2,2
2955,culture,A63,1,2
2956,culture,A65,8,2
2957,culture,A68,7,2
2958,culture,A680,1,2
2959,culture,A6A,1,2
2960,culture,A6C,2,2
2961,culture,A6E,2,2
2962,culture,A70,15,2
2963,culture,A700,2,2
2964,culture,A75Z,1,2
2965,culture,A77J,1,2
2966,culture,A80,12,2
2967,culture,A80Z,3,2
2968,culture,A82,1,2
2969,culture,A82Z,2,2
2970,culture,A84,2,2
2971,culture,A90,6,2
2972,culture,A99,41,2
2973,culture,A990,1,2
2974,culture,A99M,1,2
2975,culture,A99Z,2,2
2976,culture,B01,11,2
2977,culture,B02,2,2
2978,culture,B03,4,2
2979,culture,B05,3,2
2980,culture,B11,10,2
2981,culture,B112,1,2
2982,culture,B12,4,2
2983,culture,B122,1,2
2984,culture,B19,1,2
2985,culture,B20,3,2
2986,culture,B200,1,2
2987,culture,B24,2,2
2988,culture,B25,1,2
2989,culture,B28,6,2
2990,culture,B29,2,2
2991,culture,B30,2,2
2992,culture,B40,1,2
2993,culture,B41,1,2
2994,culture,B420,1,2
2995,culture,B4XZ,1,2
2996,culture,B50,1,2
2997,culture,B50Z,1,2
2998,culture,B54Z,1,2
2999,culture,B60,18,2
3000,culture,B600,1,2
3001,culture,B64P,1,2
3002,culture,B70,1,2
3003,culture,B80,10,2
3004,culture,B80Z,2,2
3005,culture,B82,26,2
3006,culture,B82Z,2,2
3007,culture,B83,2,2
3008,culture,B84,1,2
3009,culture,B90,42,2
3010,culture,B90Z,1,2
3011,culture,B92,2,2
3012,culture,B94,2,2
3013,culture,B94Z,1,2
3014,culture,B99,37,2
3015,culture,B990,2,2
3016,culture,B99M,1,2
3017,culture,B99Z,1,2
3018,culture,C01,1,2
3019,culture,C010,1,2
3020,culture,C02,1,2
3021,culture,C03,5,2
3022,culture,C05,4,2
3023,culture,C124,2,2
3024,culture,C20,4,2
3025,culture,C27,1,2
3026,culture,C30,10,2
3027,culture,C32,2,2
3028,culture,C34,6,2
3029,culture,C35,1,2
3030,culture,C40,4,2
3031,culture,C410,1,2
3032,culture,C42,6,2
3033,culture,C42Z,1,2
3034,culture,C50,1,2
3035,culture,C60,14,2
3036,culture,C600,1,2
3037,culture,C60Z,1,2
3038,culture,C99,10,2
3039,culture,C99Z,2,2
3040,culture,D010,1,2
3041,culture,D03,1,2
3042,culture,D033,1,2
3043,culture,D20,3,2
3044,culture,D32E,1,2
3045,culture,D33,2,2
3046,culture,D330,2,2
3047,culture,D60,1,2
3048,culture,D99,3,2
3049,culture,E01,2,2
3050,culture,E038,1,2
3051,culture,E05,1,2
3052,culture,E31,1,2
3053,culture,E32,1,2
3054,culture,E40,1,2
3055,culture,E50,1,2
3056,culture,E60,1,2
3057,culture,E70,6,2
3058,culture,E80,1,2
3059,culture,E99,3,2
3060,culture,F01,1,2
3061,culture,F20,1,2
3062,culture,F210,1,2
3063,culture,F33,1,2
3064,culture,F42,1,2
3065,culture,F80,2,2
3066,culture,I20,1,2
3067,culture,I510,1,2
3068,culture,J22,3,2
3069,culture,J30,1,2
3070,culture,J40,2,2
3071,culture,K01,3,2
3072,culture,K02,2,2
3073,culture,K03,11,2
3074,culture,K05,2,2
3075,culture,K052,1,2
3076,culture,K11,4,2
3077,culture,K112,1,2
3078,culture,K12,5,2
3079,culture,K122,1,2
3080,culture,K19,1,2
3081,culture,K192,1,2
3082,culture,K199,1,2
3083,culture,K20,86,2
3084,culture,K200,2,2
3085,culture,K20F,1,2
3086,culture,K20P,2,2
3087,culture,K20Z,8,2
3088,culture,K25,6,2
3089,culture,K25Z,1,2
3090,culture,K26,3,2
3091,culture,K28,1,2
3092,culture,K30,7,2
3093,culture,K300,1,2
3094,culture,K31,1,2
3095,culture,K40,2,2
3096,culture,K50,1,2
3097,culture,K99,20,2
3098,culture,K99Z,1,2
3099,culture,L12,1,2
3100,culture,L22,1,2
3101,culture,L99,1,2
3102,culture,L990,1,2
3103,culture,M12,1,2
3104,culture,M24,2,2
3105,culture,N03,1,2
3106,culture,N20,4,2
3107,culture,N30,2,2
3108,culture,N31,1,2
3109,culture,N32,3,2
3110,culture,N50,9,2
3111,culture,N52,6,2
3112,culture,N520,2,2
3113,culture,N60,9,2
3114,culture,N62,1,2
3115,culture,N67,1,2
3116,culture,N6XZ,4,2
3117,culture,N70,1,2
3118,culture,N99,3,2
3119,culture,O01,2,2
3120,culture,O11,1,2
3121,culture,O12,2,2
3122,culture,O20,4,2
3123,culture,O22,1,2
3124,culture,O23,1,2
3125,culture,O50,27,2
3126,culture,O51,1,2
3127,culture,O52,21,2
3128,culture,O52Z,3,2
3129,culture,O53,1,2
3130,culture,O55,3,2
3131,culture,O99,4,2
3132,culture,O99Z,1,2
3133,culture,P01,2,2
3134,culture,P05,1,2
3135,culture,P12,1,2
3136,culture,P20,50,2
3137,culture,P20Z,2,2
3138,culture,P28,1,2
3139,culture,P29,1,2
3140,culture,P30,5,2
3141,culture,P40,3,2
3142,culture,P46,1,2
3143,culture,P50,5,2
3144,culture,P54Z,1,2
3145,culture,P62,1,2
3146,culture,P80,2,2
3147,culture,P81,2,2
3148,culture,P84,14,2
3149,culture,P84Z,1,2
3150,culture,P87,1,2
3151,culture,P99,11,2
3152,culture,P990,1,2
3153,culture,Q11,1,2
3154,culture,Q12,2,2
3155,culture,Q20,7,2
3156,culture,Q21,13,2
3157,culture,Q210,1,2
3158,culture,Q22,2,2
3159,culture,Q220,2,2
3160,culture,Q23,1,2
3161,culture,Q30,4,2
3162,culture,Q300,1,2
3163,culture,Q31,4,2
3164,culture,Q310,1,2
3165,culture,Q33,10,2
3166,culture,Q35,1,2
3167,culture,Q70,1,2
3168,culture,R01,1,2
3169,culture,R05,1,2
3170,culture,R22,4,2
3171,culture,R23,1,2
3172,culture,R25,1,2
3173,culture,R30,2,2
3174,culture,R62,1,2
3175,culture,S03,1,2
3176,culture,S05,1,2
3177,culture,S11,1,2
3178,culture,S12,1,2
3179,culture,S19,1,2
3180,culture,S20,17,2
3181,culture,S21,3,2
3182,culture,S30,3,2
3183,culture,S31,4,2
3184,culture,S32,1,2
3185,culture,S320,1,2
3186,culture,S40,4,2
3187,culture,S41,39,2
3188,culture,S43,1,2
3189,culture,S50,1,2
3190,culture,S80,4,2
3191,culture,S99,2,2
3192,culture,T00Z,1,2
3193,culture,T116,1,2
3194,culture,T12,5,2
3195,culture,T19,1,2
3196,culture,T20,3,2
3197,culture,T21Q,1,2
3198,culture,T22,3,2
3199,culture,T23,5,2
3200,culture,T30,10,2
3201,culture,T31,1,2
3202,culture,T50,5,2
3203,culture,T70,1,2
3204,culture,T90,1,2
3205,culture,T99Z,1,2
3206,culture,U00Z,1,2
3207,culture,U01,1,2
3208,culture,U02,2,2
3209,culture,U03,2,2
3210,culture,U21,1,2
3211,culture,U21Z,1,2
3212,culture,U41,1,2
3213,culture,U50,1,2
3214,culture,U500,1,2
3215,culture,U52I,1,2
3216,culture,U99,1,2
3217,culture,V03,2,2
3218,culture,V20,2,2
3219,culture,V21,1,2
3220,culture,V22,1,2
3221,culture,V30,1,2
3222,culture,W01,1,2
3223,culture,W03,1,2
3224,culture,W11,1,2
3225,culture,W12,2,2
3226,culture,W24,1,2
3227,culture,W30,1,2
3228,culture,W70,2,2
3229,culture,W90,1,2
3230,culture,W99,3,2
3231,culture,X01,2,2
3232,culture,X012,1,2
3233,culture,X02,1,2
3234,culture,X034,1,2
3235,culture,X05,3,2
3236,culture,X11,1,2
3237,culture,X123,1,2
3238,culture,X19,1,2
3239,culture,X20,53,2
3240,culture,X200,2,2
3241,culture,X21,18,2
3242,culture,X210,1,2
3243,culture,X21Z,1,2
3244,culture,X30,2,2
3245,culture,X40,8,2
3246,culture,X40Z,1,2
3247,culture,X50,19,2
3248,culture,X70,8,2
3249,culture,X80,3,2
3250,culture,X82,1,2
3251,culture,X83,1,2
3252,culture,X90,4,2
3253,culture,X90Z,1,2
3254,culture,X99,20,2
3255,culture,X99Z,2,2
3256,culture,Y03,2,2
3257,culture,Y20,1,2
3258,culture,Y99,1,2
3259,culture,Z99,8,2
3260,culture,Z99Z,4,2
3261,display,A80,1,2
3262,display,A84Z,1,2
3263,display,A99,1,2
3264,display,B99,1,2
3265,display,U03,1,2
3266,display,W99,1,2
3267,display,X19,1,2
3268,display,Y34,1,2
3269,exhibit,A03,2,2
3270,exhibit,A11,2,2
3271,exhibit,A115,2,2
3272,exhibit,A20,10,2
3273,exhibit,A200,2,2
3274,exhibit,A23,4,2
3275,exhibit,A25,2,2
3276,exhibit,A31,4,2
3277,exhibit,A40,12,2
3278,exhibit,A400,4,2
3279,exhibit,A51Z,2,2
3280,exhibit,A57Z,2,2
3281,exhibit,A61,2,2
3282,exhibit,A80,4,2
3283,exhibit,A99,2,2
3284,exhibit,B02,2,2
3285,exhibit,B190,2,2
3286,exhibit,B30,2,2
3287,exhibit,B60,2,2
3288,exhibit,B80Z,2,2
3289,exhibit,B90,4,2
3290,exhibit,B99,6,2
3291,exhibit,C126,2,2
3292,exhibit,C42,2,2
3293,exhibit,D01,2,2
3294,exhibit,D60,2,2
3295,exhibit,D600,2,2
3296,exhibit,E60,2,2
3297,exhibit,J03,2,2
3298,exhibit,K20,4,2
3299,exhibit,K26,4,2
3300,exhibit,K99,2,2
3301,exhibit,N50,4,2
3302,exhibit,N52,4,2
3303,exhibit,N520,6,2
3304,exhibit,N60,2,2
3305,exhibit,O52,2,2
3306,exhibit,O52Z,2,2
3307,exhibit,P20,2,2
3308,exhibit,P20Z,2,2
3309,exhibit,P58,2,2
3310,exhibit,P80Z,2,2
3311,exhibit,S01,2,2
3312,exhibit,S20,2,2
3313,exhibit,S41,22,2
3314,exhibit,S46,2,2
3315,exhibit,S50,2,2
3316,exhibit,T22,2,2
3317,exhibit,X99,2,2
3318,exhibit,Y43,2,2
3319,exhibit,Z99,4,2
3320,exhibition,A03,1,2
3321,exhibition,A11,1,2
3322,exhibition,A20,4,2
3323,exhibition,A200,1,2
3324,exhibition,A23,1,2
3325,exhibition,A31,2,2
3326,exhibition,A40,5,2
3327,exhibition,A400,1,2
3328,exhibition,A51Z,1,2
3329,exhibition,A61,1,2
3330,exhibition,A80,1,2
3331,exhibition,B02,1,2
3332,exhibition,B30,1,2
3333,exhibition,B99,1,2
3334,exhibition,D01,1,2
3335,exhibition,K26,1,2
3336,exhibition,K99,1,2
3337,exhibition,N50,1,2
3338,exhibition,N520,3,2
3339,exhibition,O52,1,2
3340,exhibition,O52Z,1,2
3341,exhibition,P20Z,1,2
3342,exhibition,S01,1,2
3343,exhibition,S20,1,2
3344,exhibition,S41,6,2
3345,exhibition,S46,1,2
3346,exhibition,S50,1,2
3347,exhibition,X99,1,2
3348,exhibition,Y43,1,2
3349,exhibition,Z99,1,2
3350,exposition,A20,1,2
3351,exposition,A570,1,2
3352,exposition,A61,1,2
3353,exposition,A80,1,2
3354,exposition,A99Z,1,2
3355,exposition,B11,1,2
3356,exposition,B20,1,2
3357,exposition,B40,1,2
3358,exposition,B82,4,2
3359,exposition,B90,2,2
3360,exposition,C99,1,2
3361,exposition,D60,1,2
3362,exposition,K12,1,2
3363,exposition,K20,1,2
3364,exposition,K20Z,3,2
3365,exposition,K260,1,2
3366,exposition,K40,1,2
3367,exposition,K99,1,2
3368,exposition,N115,1,2
3369,exposition,N31,2,2
3370,exposition,N52,7,2
3371,exposition,N520,11,2
3372,exposition,N52J,1,2
3373,exposition,N52Z,1,2
3374,exposition,O52,6,2
3375,exposition,O52Z,2,2
3376,exposition,P20,2,2
3377,exposition,S40,1,2
3378,exposition,S41,1,2
3379,exposition,S80,1,2
3380,exposition,U99,1,2
3381,exposition,W20,1,2
3382,exposition,X02,1,2
3383,exposition,X20,1,2
3384,exposition,X21,1,2
3385,forestry,A500,1,2
3386,forestry,A80,1,2
3387,forestry,B12,1,2
3388,forestry,B19,1,2
3389,forestry,B80,1,2
3390,forestry,B90,2,2
3391,forestry,C01,1,2
3392,forestry,C013,3,2
3393,forestry,C015,5,2
3394,forestry,C023,1,2
3395,forestry,C032,1,2
3396,forestry,C11,1,2
3397,forestry,C123,1,2
3398,forestry,C20Z,1,2
3399,forestry,C30,3,2
3400,forestry,C30Z,2,2
3401,forestry,C34,5,2
3402,forestry,C36,12,2
3403,forestry,C360,3,2
3404,forestry,C36C,1,2
3405,forestry,C36Z,6,2
3406,forestry,C40,1,2
3407,forestry,C42,1,2
3408,forestry,C50,1,2
3409,forestry,C50Z,1,2
3410,forestry,C60,3,2
3411,forestry,C600,1,2
3412,forestry,C99,2,2
3413,forestry,M03,1,2
3414,forestry,N52,1,2
3415,forestry,N61,1,2
3416,forestry,O52,1,2
3417,forestry,P20,1,2
3418,forestry,S41,2,2
3419,forestry,S41Z,1,2
3420,forestry,T30,1,2
3421,forestry,U03,1,2
3422,forestry,W99,1,2
3423,forestry,Z99,1,2
3424,forestry,Z99Z,1,2
3425,foundation,0000,1,2
3426,foundation,A00J,2,2
3427,foundation,A01,90,2
3428,foundation,A02,16,2
3429,foundation,A020,1,2
3430,foundation,A026,1,2
3431,foundation,A03,26,2
3432,foundation,A030,7,2
3433,foundation,A033,1,2
3434,foundation,A034,1,2
3435,foundation,A05,9,2
3436,foundation,A050,2,2
3437,foundation,A052,1,2
3438,foundation,A11,285,2
3439,foundation,A110,66,2
3440,foundation,A111,5,2
3441,foundation,A112,23,2
3442,foundation,A113,10,2
3443,foundation,A114,1,2
3444,foundation,A115,79,2
3445,foundation,A116,34,2
3446,foundation,A117,1,2
3447,foundation,A118,12,2
3448,foundation,A119,2,2
3449,foundation,A12,637,2
3450,foundation,A120,35,2
3451,foundation,A122,12,2
3452,foundation,A123,1,2
3453,foundation,A124,1,2
3454,foundation,A125,5,2
3455,foundation,A126,19,2
3456,foundation,A128,1,2
3457,foundation,A19,47,2
3458,foundation,A190,3,2
3459,foundation,A192,2,2
3460,foundation,A193,1,2
3461,foundation,A195,1,2
3462,foundation,A196,3,2
3463,foundation,A2,1,2
3464,foundation,A20,1122,2
3465,foundation,A200,33,2
3466,foundation,A202,2,2
3467,foundation,A204,1,2
3468,foundation,A20H,1,2
3469,foundation,A20I,4,2
3470,foundation,A20M,3,2
3471,foundation,A20O,1,2
3472,foundation,A20Z,30,2
3473,foundation,A23,847,2
3474,foundation,A230,53,2
3475,foundation,A23A,1,2
3476,foundation,A23E,1,2
3477,foundation,A23Z,7,2
3478,foundation,A24,3,2
3479,foundation,A24Z,1,2
3480,foundation,A25,390,2
3481,foundation,A250,11,2
3482,foundation,A25J,1,2
3483,foundation,A25Z,5,2
3484,foundation,A26,46,2
3485,foundation,A260,7,2
3486,foundation,A26I,4,2
3487,foundation,A26Z,8,2
3488,foundation,A27,8,2
3489,foundation,A2XZ,1,2
3490,foundation,A30,96,2
3491,foundation,A300,6,2
3492,foundation,A30K,1,2
3493,foundation,A30L,1,2
3494,foundation,A30Z,6,2
3495,foundation,A31,174,2
3496,foundation,A310,7,2
3497,foundation,A31M,1,2
3498,foundation,A31Z,10,2
3499,foundation,A32,19,2
3500,foundation,A320,5,2
3501,foundation,A32I,3,2
3502,foundation,A32M,1,2
3503,foundation,A32Z,6,2
3504,foundation,A33,114,2
3505,foundation,A330,4,2
3506,foundation,A33C,4,2
3507,foundation,A33I,2,2
3508,foundation,A33J,1,2
3509,foundation,A33M,1,2
3510,foundation,A33P,1,2
3511,foundation,A33Z,34,2
3512,foundation,A34,25,2
3513,foundation,A340,2,2
3514,foundation,A342,1,2
3515,foundation,A34I,1,2
3516,foundation,A34M,1,2
3517,foundation,A34Z,11,2
3518,foundation,A40,166,2
3519,foundation,A400,20,2
3520,foundation,A40C,1,2
3521,foundation,A40J,1,2
3522,foundation,A40Z,4,2
3523,foundation,A41J,1,2
3524,foundation,A41M,1,2
3525,foundation,A41Z,2,2
3526,foundation,A42I,1,2
3527,foundation,A42Z,3,2
3528,foundation,A44Z,2,2
3529,foundation,A45Z,1,2
3530,foundation,A47E,1,2
3531,foundation,A47Z,1,2
3532,foundation,A48Z,1,2
3533,foundation,A4ZX,1,2
3534,foundation,A500,62,2
3535,foundation,A501,1,2
3536,foundation,A50I,14,2
3537,foundation,A50J,1,2
3538,foundation,A50M,4,2
3539,foundation,A50Z,40,2
3540,foundation,A510,26,2
3541,foundation,A512,1,2
3542,foundation,A51A,2,2
3543,foundation,A51I,6,2
3544,foundation,A51J,1,2
3545,foundation,A51M,3,2
3546,foundation,A51Z,24,2
3547,foundation,A520,2,2
3548,foundation,A525,1,2
3549,foundation,A52I,1,2
3550,foundation,A52Z,1,2
3551,foundation,A53I,1,2
3552,foundation,A53Z,1,2
3553,foundation,A540,72,2
3554,foundation,A54I,3,2
3555,foundation,A54M,4,2
3556,foundation,A54Z,14,2
3557,foundation,A55I,2,2
3558,foundation,A55Z,2,2
3559,foundation,A560,3,2
3560,foundation,A56I,1,2
3561,foundation,A56Z,3,2
3562,foundation,A570,7,2
3563,foundation,A57I,1,2
3564,foundation,A57J,1,2
3565,foundation,A57Z,2,2
3566,foundation,A58I,3,2
3567,foundation,A58Z,2,2
3568,foundation,A59I,1,2
3569,foundation,A59Z,5,2
3570,foundation,A60,232,2
3571,foundation,A600,23,2
3572,foundation,A601,1,2
3573,foundation,A60A,1,2
3574,foundation,A60I,1,2
3575,foundation,A60J,2,2
3576,foundation,A60M,2,2
3577,foundation,A60Z,17,2
3578,foundation,A61,44,2
3579,foundation,A610,23,2
3580,foundation,A616,1,2
3581,foundation,A61I,8,2
3582,foundation,A61Z,4,2
3583,foundation,A62,127,2
3584,foundation,A620,4,2
3585,foundation,A62I,1,2
3586,foundation,A62Z,12,2
3587,foundation,A63,28,2
3588,foundation,A630,2,2
3589,foundation,A63Z,8,2
3590,foundation,A65,122,2
3591,foundation,A650,28,2
3592,foundation,A65I,2,2
3593,foundation,A65J,2,2
3594,foundation,A65Z,4,2
3595,foundation,A68,525,2
3596,foundation,A680,17,2
3597,foundation,A68I,2,2
3598,foundation,A68J,4,2
3599,foundation,A68T,1,2
3600,foundation,A68Z,17,2
3601,foundation,A69,28,2
3602,foundation,A69I,9,2
3603,foundation,A69Z,4,2
3604,foundation,A6A,9,2
3605,foundation,A6A0,1,2
3606,foundation,A6AI,1,2
3607,foundation,A6AJ,1,2
3608,foundation,A6AM,1,2
3609,foundation,A6B,32,2
3610,foundation,A6B0,2,2
3611,foundation,A6BZ,5,2
3612,foundation,A6C,54,2
3613,foundation,A6C0,2,2
3614,foundation,A6CJ,1,2
3615,foundation,A6CZ,7,2
3616,foundation,A6E,22,2
3617,foundation,A6E0,7,2
