,keyword,ntee_cd,count,Include
329,hall fame,H54,1,1
330,hall fame,I99,1,1
331,hall fame,L30,1,1
332,hall fame,L99Z,1,1
333,hall fame,M20,1,1
334,hall fame,N01,5,1
335,hall fame,N02,1,1
336,hall fame,N03,9,1
337,hall fame,N11,14,1
338,hall fame,N116,1,1
339,hall fame,N12,20,1
340,hall fame,N126,1,1
341,hall fame,N19,9,1
342,hall fame,N20,3,1
343,hall fame,N20Z,2,1
344,hall fame,N40,1,1
345,hall fame,N50,7,1
346,hall fame,N52,1,1
347,hall fame,N60,26,1
348,hall fame,N60Z,3,1
349,hall fame,N62,3,1
350,hall fame,N63,2,1
351,hall fame,N64,2,1
352,hall fame,N65,3,1
353,hall fame,N66,2,1
354,hall fame,N660,1,1
355,hall fame,N67,3,1
356,hall fame,N67Z,1,1
357,hall fame,N68Z,1,1
358,hall fame,N690,1,1
359,hall fame,N6A,3,1
360,hall fame,N6AZ,1,1
361,hall fame,N70,1,1
362,hall fame,N80,2,1
363,hall fame,N99,31,1
364,hall fame,N99Z,1,1
365,hall fame,O50,4,1
366,hall fame,O50Z,1,1
367,hall fame,O53Z,1,1
368,hall fame,P03,1,1
369,hall fame,P12,1,1
370,hall fame,P20,5,1
371,hall fame,P29,1,1
372,hall fame,P30,1,1
373,hall fame,P80,1,1
374,hall fame,P81,1,1
375,hall fame,P99,1,1
376,hall fame,Q99,1,1
377,hall fame,S01,1,1
378,hall fame,S20,1,1
379,hall fame,S20Z,1,1
380,hall fame,S41,3,1
381,hall fame,S50,1,1
382,hall fame,S81,2,1
383,hall fame,S99,2,1
384,hall fame,T03,1,1
385,hall fame,T11,1,1
386,hall fame,T12,2,1
387,hall fame,T20,5,1
388,hall fame,T30,4,1
389,hall fame,T31,1,1
390,hall fame,T50,1,1
391,hall fame,T70,1,1
392,hall fame,T99,1,1
393,hall fame,U990,1,1
394,hall fame,W12,1,1
395,hall fame,W24,1,1
396,hall fame,W30,11,1
397,hall fame,W70,3,1
398,hall fame,W99,3,1
399,hall fame,X20,1,1
400,hall fame,X99Z,1,1
401,hall fame,Z99,4,1
402,hall fame,Z99Z,3,1
403,herbarium,H053,1,1
404,herbarium,U03,1,1
405,historical societ,A01,1,1
406,historical societ,A03,2,1
407,historical societ,A030,1,1
408,historical societ,A11,5,1
409,historical societ,A111,1,1
410,historical societ,A115,2,1
411,historical societ,A118,4,1
412,historical societ,A12,1,1
413,historical societ,A20,21,1
414,historical societ,A20M,1,1
415,historical societ,A20Z,3,1
416,historical societ,A23,16,1
417,historical societ,A230,3,1
418,historical societ,A23Z,1,1
419,historical societ,A24Z,1,1
420,historical societ,A30,3,1
421,historical societ,A33Z,1,1
422,historical societ,A34,1,1
423,historical societ,A40,2,1
424,historical societ,A500,6,1
425,historical societ,A502,2,1
426,historical societ,A50I,2,1
427,historical societ,A50M,1,1
428,historical societ,A50Z,54,1
429,historical societ,A51Z,1,1
430,historical societ,A52Z,1,1
431,historical societ,A540,47,1
432,historical societ,A54I,1,1
433,historical societ,A54M,2,1
434,historical societ,A54Z,34,1
435,historical societ,A56Z,1,1
436,historical societ,A59Z,2,1
437,historical societ,A5AZ,1,1
438,historical societ,A60,5,1
439,historical societ,A65,1,1
440,historical societ,A6CZ,1,1
441,historical societ,A70,7,1
442,historical societ,A72Z,1,1
443,historical societ,A80,2164,1
444,historical societ,A800,71,1
445,historical societ,A802,1,1
446,historical societ,A80M,3,1
447,historical societ,A80Z,106,1
448,historical societ,A82,76,1
449,historical societ,A82A,1,1
450,historical societ,A82B,1,1
451,historical societ,A82I,10,1
452,historical societ,A82M,7,1
453,historical societ,A82Z,560,1
454,historical societ,A83Z,4,1
455,historical societ,A84,23,1
456,historical societ,A84Z,2,1
457,historical societ,A85A,1,1
458,historical societ,A85Z,4,1
459,historical societ,A99,45,1
460,historical societ,A990,1,1
461,historical societ,A99I,1,1
462,historical societ,A99M,2,1
463,historical societ,A99Z,14,1
464,historical societ,B01,2,1
465,historical societ,B03,5,1
466,historical societ,B05,1,1
467,historical societ,B11,4,1
468,historical societ,B117,2,1
469,historical societ,B12,1,1
470,historical societ,B41,1,1
471,historical societ,B60,4,1
472,historical societ,B64Z,1,1
473,historical societ,B70,7,1
474,historical societ,B70Z,6,1
475,historical societ,B71Z,2,1
476,historical societ,B77Z,1,1
477,historical societ,B80,2,1
478,historical societ,B80Z,2,1
479,historical societ,B82,2,1
480,historical societ,B82B,1,1
481,historical societ,B82Z,2,1
482,historical societ,B90,23,1
483,historical societ,B99,32,1
484,historical societ,B99L,1,1
485,historical societ,B99M,1,1
486,historical societ,B99Z,8,1
487,historical societ,C03,1,1
488,historical societ,C30,3,1
489,historical societ,C30Z,1,1
490,historical societ,C42,1,1
491,historical societ,C50,1,1
492,historical societ,C99,1,1
493,historical societ,C99Z,5,1
494,historical societ,D12,1,1
495,historical societ,D51D,1,1
496,historical societ,D60,1,1
497,historical societ,D99,1,1
498,historical societ,E03,1,1
499,historical societ,E11,1,1
500,historical societ,H30,1,1
501,historical societ,H54I,1,1
502,historical societ,H80,1,1
503,historical societ,I21,1,1
504,historical societ,I50,1,1
505,historical societ,I60Z,1,1
506,historical societ,I99,1,1
507,historical societ,K990,1,1
508,historical societ,L20Z,1,1
509,historical societ,L25Z,1,1
510,historical societ,M24,3,1
511,historical societ,M40,1,1
512,historical societ,N12,1,1
513,historical societ,N20,3,1
514,historical societ,N31,1,1
515,historical societ,N32,2,1
516,historical societ,N50,4,1
517,historical societ,N50Z,1,1
518,historical societ,N52,2,1
519,historical societ,N52Z,1,1
520,historical societ,O40Z,2,1
521,historical societ,O99,1,1
522,historical societ,P03,1,1
523,historical societ,P20,11,1
524,historical societ,P20Z,2,1
525,historical societ,P28,1,1
526,historical societ,P30,1,1
527,historical societ,P40,1,1
528,historical societ,P81Z,1,1
529,historical societ,P84,1,1
530,historical societ,P99,3,1
531,historical societ,S03,1,1
532,historical societ,S12,1,1
533,historical societ,S20,7,1
534,historical societ,S20I,1,1
535,historical societ,S22,1,1
536,historical societ,S80,2,1
537,historical societ,S80Z,1,1
538,historical societ,S99,5,1
539,historical societ,T00Z,1,1
540,historical societ,T03,1,1
541,historical societ,T112,1,1
542,historical societ,T20,3,1
543,historical societ,T20I,1,1
544,historical societ,T22,1,1
545,historical societ,T23,3,1
546,historical societ,T30,4,1
547,historical societ,T50,6,1
548,historical societ,T70,1,1
549,historical societ,T70I,1,1
550,historical societ,T70Z,1,1
551,historical societ,T90,1,1
552,historical societ,U20,1,1
553,historical societ,U42,1,1
554,historical societ,V21,1,1
555,historical societ,V24Z,1,1
556,historical societ,V30,1,1
557,historical societ,V99,1,1
558,historical societ,W11,3,1
559,historical societ,W12,1,1
560,historical societ,W193,1,1
561,historical societ,W24,3,1
562,historical societ,W30,3,1
563,historical societ,W99,13,1
564,historical societ,X11,1,1
565,historical societ,X12,1,1
566,historical societ,X20,2,1
567,historical societ,X20Z,1,1
568,historical societ,X21,1,1
569,historical societ,X30,1,1
570,historical societ,X99Z,1,1
571,historical societ,Y40,1,1
572,historical societ,Y50,1,1
573,historical societ,Y99,1,1
574,historical societ,Z82Z,1,1
575,historical societ,Z99,20,1
576,historical societ,Z99Z,23,1
577,historical society,A01,1,1
578,historical society,A03,2,1
579,historical society,A030,1,1
580,historical society,A11,5,1
581,historical society,A111,1,1
582,historical society,A115,2,1
583,historical society,A118,4,1
584,historical society,A12,1,1
585,historical society,A20,21,1
586,historical society,A20M,1,1
587,historical society,A20Z,3,1
588,historical society,A23,16,1
589,historical society,A230,3,1
590,historical society,A23Z,1,1
591,historical society,A24Z,1,1
592,historical society,A30,3,1
593,historical society,A33Z,1,1
594,historical society,A34,1,1
595,historical society,A40,2,1
596,historical society,A500,6,1
597,historical society,A502,2,1
598,historical society,A50I,2,1
599,historical society,A50M,1,1
600,historical society,A50Z,54,1
601,historical society,A51Z,1,1
602,historical society,A52Z,1,1
603,historical society,A540,47,1
604,historical society,A54I,1,1
605,historical society,A54M,2,1
606,historical society,A54Z,34,1
607,historical society,A56Z,1,1
608,historical society,A59Z,2,1
609,historical society,A5AZ,1,1
610,historical society,A60,5,1
611,historical society,A65,1,1
612,historical society,A6CZ,1,1
613,historical society,A70,7,1
614,historical society,A72Z,1,1
615,historical society,A80,2163,1
616,historical society,A800,71,1
617,historical society,A802,1,1
618,historical society,A80M,3,1
619,historical society,A80Z,106,1
620,historical society,A82,76,1
621,historical society,A82A,1,1
622,historical society,A82B,1,1
623,historical society,A82I,10,1
624,historical society,A82M,7,1
625,historical society,A82Z,559,1
626,historical society,A83Z,4,1
627,historical society,A84,23,1
628,historical society,A84Z,2,1
629,historical society,A85A,1,1
630,historical society,A85Z,4,1
631,historical society,A99,45,1
632,historical society,A990,1,1
633,historical society,A99I,1,1
634,historical society,A99M,2,1
635,historical society,A99Z,14,1
636,historical society,B01,2,1
637,historical society,B03,5,1
638,historical society,B05,1,1
639,historical society,B11,4,1
640,historical society,B117,2,1
641,historical society,B12,1,1
642,historical society,B41,1,1
643,historical society,B60,4,1
644,historical society,B64Z,1,1
645,historical society,B70,7,1
646,historical society,B70Z,6,1
647,historical society,B71Z,2,1
648,historical society,B77Z,1,1
649,historical society,B80,2,1
650,historical society,B80Z,2,1
651,historical society,B82,2,1
652,historical society,B82B,1,1
653,historical society,B82Z,2,1
654,historical society,B90,23,1
655,historical society,B99,32,1
656,historical society,B99L,1,1
657,historical society,B99M,1,1
658,historical society,B99Z,7,1
659,historical society,C03,1,1
660,historical society,C30,3,1
661,historical society,C30Z,1,1
662,historical society,C42,1,1
663,historical society,C50,1,1
664,historical society,C99,1,1
665,historical society,C99Z,5,1
666,historical society,D12,1,1
667,historical society,D51D,1,1
668,historical society,D60,1,1
669,historical society,D99,1,1
670,historical society,E03,1,1
671,historical society,E11,1,1
672,historical society,H30,1,1
673,historical society,H54I,1,1
674,historical society,H80,1,1
675,historical society,I21,1,1
676,historical society,I50,1,1
677,historical society,I60Z,1,1
678,historical society,I99,1,1
679,historical society,K990,1,1
680,historical society,L20Z,1,1
681,historical society,L25Z,1,1
682,historical society,M24,3,1
683,historical society,M40,1,1
684,historical society,N12,1,1
685,historical society,N20,3,1
686,historical society,N31,1,1
687,historical society,N32,2,1
688,historical society,N50,4,1
689,historical society,N50Z,1,1
690,historical society,N52,2,1
691,historical society,N52Z,1,1
692,historical society,O40Z,2,1
693,historical society,O99,1,1
694,historical society,P03,1,1
695,historical society,P20,11,1
696,historical society,P20Z,2,1
697,historical society,P28,1,1
698,historical society,P30,1,1
699,historical society,P40,1,1
700,historical society,P81Z,1,1
701,historical society,P84,1,1
702,historical society,P99,3,1
703,historical society,S03,1,1
704,historical society,S12,1,1
705,historical society,S20,7,1
706,historical society,S20I,1,1
707,historical society,S22,1,1
708,historical society,S80,2,1
709,historical society,S80Z,1,1
710,historical society,S99,5,1
711,historical society,T00Z,1,1
712,historical society,T03,1,1
713,historical society,T112,1,1
714,historical society,T20,3,1
715,historical society,T20I,1,1
716,historical society,T22,1,1
717,historical society,T23,3,1
718,historical society,T30,4,1
719,historical society,T50,6,1
720,historical society,T70,1,1
721,historical society,T70I,1,1
722,historical society,T70Z,1,1
723,historical society,T90,1,1
724,historical society,U20,1,1
725,historical society,U42,1,1
726,historical society,V21,1,1
727,historical society,V24Z,1,1
728,historical society,V30,1,1
729,historical society,V99,1,1
730,historical society,W11,3,1
731,historical society,W12,1,1
732,historical society,W193,1,1
733,historical society,W24,3,1
734,historical society,W30,3,1
735,historical society,W99,13,1
736,historical society,X11,1,1
737,historical society,X12,1,1
738,historical society,X20,2,1
739,historical society,X20Z,1,1
740,historical society,X21,1,1
741,historical society,X30,1,1
742,historical society,X99Z,1,1
743,historical society,Y40,1,1
744,historical society,Y50,1,1
745,historical society,Y99,1,1
746,historical society,Z82Z,1,1
747,historical society,Z99,20,1
748,historical society,Z99Z,23,1
749,library,A01,7,1
750,library,A03,6,1
751,library,A11,61,1
752,library,A110,1,1
753,library,A111,4,1
754,library,A112,1,1
755,library,A115,2,1
756,library,A117,1,1
757,library,A12,22,1
758,library,A19,2,1
759,library,A20,17,1
760,library,A20Z,1,1
761,library,A23,9,1
762,library,A25,2,1
763,library,A26,2,1
764,library,A30,1,1
765,library,A31,1,1
766,library,A33,1,1
767,library,A33Z,1,1
768,library,A3XZ,1,1
769,library,A40,1,1
770,library,A500,6,1
771,library,A50I,1,1
772,library,A50Z,4,1
773,library,A510,1,1
774,library,A51Z,1,1
775,library,A540,11,1
776,library,A54Z,1,1
777,library,A570,1,1
778,library,A59Z,1,1
779,library,A60,1,1
780,library,A62Z,1,1
781,library,A68,7,1
782,library,A70,23,1
783,library,A700,1,1
784,library,A76I,4,1
785,library,A76J,2,1
786,library,A76M,3,1
787,library,A76Z,15,1
788,library,A80,19,1
789,library,A800,3,1
790,library,A80Z,1,1
791,library,A82,2,1
792,library,A82Z,5,1
793,library,A83Z,3,1
794,library,A84,3,1
795,library,A90,1,1
796,library,A99,16,1
797,library,A99Z,9,1
798,library,B01,22,1
799,library,B02,7,1
800,library,B022,1,1
801,library,B027,2,1
802,library,B03,12,1
803,library,B030,2,1
804,library,B037,4,1
805,library,B05,2,1
806,library,B057,1,1
807,library,B1,2,1
808,library,B11,1102,1
809,library,B110,17,1
810,library,B111,1,1
811,library,B112,16,1
812,library,B114,1,1
813,library,B115,3,1
814,library,B116,1,1
815,library,B117,973,1
816,library,B12,134,1
817,library,B122,1,1
818,library,B127,50,1
819,library,B19,50,1
820,library,B190,1,1
821,library,B194,1,1
822,library,B197,16,1
823,library,B199,1,1
824,library,B20,2,1
825,library,B20M,1,1
826,library,B20Z,2,1
827,library,B21,1,1
828,library,B28,1,1
829,library,B30Z,1,1
830,library,B41,1,1
831,library,B50,6,1
832,library,B54Z,2,1
833,library,B60,5,1
834,library,B61Z,1,1
835,library,B64Z,3,1
836,library,B70,1803,1
837,library,B700,114,1
838,library,B701,1,1
839,library,B702,3,1
840,library,B70A,2,1
841,library,B70B,5,1
842,library,B70C,9,1
843,library,B70I,28,1
844,library,B70J,6,1
845,library,B70M,7,1
846,library,B70O,1,1
847,library,B70Z,205,1
848,library,B71B,11,1
849,library,B71C,8,1
850,library,B71I,235,1
851,library,B71J,8,1
852,library,B71L,1,1
853,library,B71M,2,1
854,library,B71O,1,1
855,library,B71Z,498,1
856,library,B72I,9,1
857,library,B72Z,3,1
858,library,B73A,1,1
859,library,B73C,3,1
860,library,B73I,2,1
861,library,B73Z,4,1
862,library,B74A,1,1
863,library,B74C,1,1
864,library,B74I,2,1
865,library,B74Z,2,1
866,library,B75I,2,1
867,library,B75J,1,1
868,library,B75Z,9,1
869,library,B76I,4,1
870,library,B76Z,19,1
871,library,B77B,3,1
872,library,B77Z,1,1
873,library,B7IZ,1,1
874,library,B80,27,1
875,library,B80Z,5,1
876,library,B82,9,1
877,library,B820,1,1
878,library,B82Z,5,1
879,library,B83Z,1,1
880,library,B90,51,1
881,library,B90Z,1,1
882,library,B92,46,1
883,library,B92Z,1,1
884,library,B94,6,1
885,library,B94Z,10,1
886,library,B99,64,1
887,library,B990,1,1
888,library,B99B,1,1
889,library,B99Z,14,1
890,library,C11,2,1
891,library,C30Z,1,1
892,library,C42,2,1
893,library,C50,2,1
894,library,C99,4,1
895,library,E70,3,1
896,library,F99,1,1
897,library,G12,1,1
898,library,G19,1,1
899,library,G198,1,1
900,library,G90,1,1
901,library,I12,1,1
902,library,I20Z,5,1
903,library,I50,1,1
904,library,I99,2,1
905,library,I99Z,1,1
906,library,J00Z,1,1
907,library,J03,1,1
908,library,J20Z,1,1
909,library,J40,5,1
910,library,L80,2,1
911,library,M03,1,1
912,library,M20,1,1
913,library,N20,9,1
914,library,N32Z,1,1
915,library,N64,1,1
916,library,N711,1,1
917,library,N99,3,1
918,library,O11,2,1
919,library,O12,1,1
920,library,O20,1,1
921,library,O40Z,2,1
922,library,O50,8,1
923,library,O51Z,1,1
924,library,P11,2,1
925,library,P12,1,1
926,library,P19,1,1
927,library,P20,35,1
928,library,P20Z,5,1
929,library,P28,1,1
930,library,P29,2,1
931,library,P29Z,1,1
932,library,P30,7,1
933,library,P330,1,1
934,library,P50,1,1
935,library,P58,1,1
936,library,P70,1,1
937,library,P71I,1,1
938,library,P80,4,1
939,library,P80Z,2,1
940,library,P83Z,1,1
941,library,P86,2,1
942,library,P99,7,1
943,library,Q02,1,1
944,library,Q112,1,1
945,library,Q113,1,1
946,library,Q200,1,1
947,library,Q21,1,1
948,library,Q23,1,1
949,library,Q30,3,1
950,library,Q33,3,1
951,library,R01,1,1
952,library,R11,1,1
953,library,R12,1,1
954,library,R20Z,1,1
955,library,R30,1,1
956,library,R99,1,1
957,library,S01,1,1
958,library,S11,14,1
959,library,S12,16,1
960,library,S20,13,1
961,library,S20J,1,1
962,library,S20O,1,1
963,library,S21,2,1
964,library,S21I,1,1
965,library,S31I,1,1
966,library,S32,1,1
967,library,S41,5,1
968,library,S44C,1,1
969,library,S47,4,1
970,library,S50B,1,1
971,library,S50I,2,1
972,library,S50M,1,1
973,library,S50Z,5,1
974,library,S80,11,1
975,library,S80M,1,1
976,library,S80Z,2,1
977,library,S99,10,1
978,library,S99Z,2,1
979,library,T00J,1,1
980,library,T00Z,7,1
981,library,T01,1,1
982,library,T022,1,1
983,library,T03,1,1
984,library,T11,58,1
985,library,T112,1,1
986,library,T113,1,1
987,library,T117,1,1
988,library,T12,20,1
989,library,T123,1,1
990,library,T19,1,1
991,library,T20,39,1
992,library,T202,3,1
993,library,T20I,3,1
994,library,T20J,1,1
995,library,T20Z,12,1
996,library,T21,4,1
997,library,T21J,1,1
998,library,T21Z,2,1
999,library,T22,18,1
1000,library,T22I,3,1
1001,library,T22J,1,1
1002,library,T22Z,5,1
1003,library,T23,6,1
1004,library,T30,74,1
1005,library,T30I,6,1
1006,library,T30J,8,1
1007,library,T30Z,23,1
1008,library,T31,12,1
1009,library,T31J,1,1
1010,library,T40,1,1
1011,library,T50,22,1
1012,library,T50G,1,1
1013,library,T50I,3,1
1014,library,T50Z,5,1
1015,library,T60Z,1,1
1016,library,T70,9,1
1017,library,T70I,2,1
1018,library,T70J,1,1
1019,library,T70Z,6,1
1020,library,T90,8,1
1021,library,T90Z,2,1
1022,library,T99,11,1
1023,library,T990,3,1
1024,library,T99I,2,1
1025,library,T99Z,15,1
1026,library,U05,1,1
1027,library,U20,1,1
1028,library,U36Z,1,1
1029,library,U41,1,1
1030,library,V03,1,1
1031,library,V35Z,1,1
1032,library,W00O,1,1
1033,library,W11,25,1
1034,library,W12,13,1
1035,library,W122,1,1
1036,library,W20,5,1
1037,library,W30,1,1
1038,library,W40,1,1
1039,library,W40I,1,1
1040,library,W40Z,1,1
1041,library,W80,1,1
1042,library,W99,29,1
1043,library,X03,1,1
1044,library,X117,1,1
1045,library,X19,2,1
